Gene ID	Associated Gene Name	Chromosome/scaffold name	Gene Start (bp)	Gene End (bp)	Strand
ENSMUSG00000074268	Amy2a5	3	113247178	113258837	-1
ENSMUSG00000107460	Gm44186	6	71463311	71466062	-1
ENSMUSG00000084936	Gm11583	11	97160990	97161675	1
ENSMUSG00000056926	Tas2r113	6	132893011	132893940	1
ENSMUSG00000001440	Kpnb1	11	97159714	97187881	-1
ENSMUSG00000075085	Olfr1242	2	89492380	89498335	-1
ENSMUSG00000026227	2810459M11Rik	1	86045863	86055456	1
ENSMUSG00000107594	Tas2r142-ps5	6	132901963	132902891	1
ENSMUSG00000074220	Zfp382	7	30121942	30134950	1
ENSMUSG00000020441	2310033P09Rik	11	59208321	59210738	1
ENSMUSG00000042353	Frem3	8	80611080	80695356	1
ENSMUSG00000085316	D330050G23Rik	2	116900152	116912791	1
ENSMUSG00000104231	Gm37592	3	32511803	32512344	-1
ENSMUSG00000059410	Tas2r125	6	132909651	132910587	1
ENSMUSG00000098121	Gm27038	17	94756698	94756872	-1
ENSMUSG00000066057	Gm1976	17	94759944	94834799	-1
ENSMUSG00000087479	Gm16835	14	119098965	119115074	1
ENSMUSG00000102480	Gm37926	3	59662858	59665281	1
ENSMUSG00000085278	Gm12841	4	117883621	117885995	1
ENSMUSG00000027620	Rbm39	2	156147239	156180238	-1
ENSMUSG00000025716	Myo3a	2	22227503	22618252	1
ENSMUSG00000076556	Igkv4-57	6	69575975	69576500	-1
ENSMUSG00000042104	Uggt2	14	118985039	119099430	-1
ENSMUSG00000075416	Gm14488	2	30713147	30720057	-1
ENSMUSG00000063406	Tmed5	5	108106366	108132620	-1
ENSMUSG00000036698	Ago2	15	73095844	73184840	-1
ENSMUSG00000074420	Gm10693	7	3860681	3869170	-1
ENSMUSG00000054679	Srsf12	4	33208991	33233340	1
ENSMUSG00000085655	Gm15952	3	35933045	35990840	1
ENSMUSG00000090113	Nhlrc4	17	25942233	25944961	-1
ENSMUSG00000095390	Olfr229	9	39907336	39912732	1
ENSMUSG00000104471	Gm38208	3	59736746	59736859	-1
ENSMUSG00000028943	Espn	4	152120331	152152371	-1
ENSMUSG00000110957	RP23-158E1.5	9	56021340	56022174	1
ENSMUSG00000074418	Gm15930	7	3756905	3764030	-1
ENSMUSG00000102390	Gm37579	3	59737176	59737317	-1
ENSMUSG00000053004	Hrh1	6	114397936	114483296	1
ENSMUSG00000090527	Gm5538	3	59729790	59752333	1
ENSMUSG00000058818	Pirb	7	3711409	3720391	-1
ENSMUSG00000110989	RP24-201N16.3	9	56027742	56030169	1
ENSMUSG00000084300	Gm6954	X	80666313	80666537	1
ENSMUSG00000038745	Nlrp6	7	140920902	140929192	1
ENSMUSG00000028763	Hspg2	4	137468769	137570630	1
ENSMUSG00000095088	Trav11d	14	52824357	52824912	1
ENSMUSG00000081775	Gm12420	4	84697863	84698910	1
ENSMUSG00000103486	Gm10657	9	58554799	58555829	1
ENSMUSG00000106546	Igkv13-56-1	6	69581244	69581452	1
ENSMUSG00000025731	Mettl26	17	25875464	25886007	1
ENSMUSG00000084181	Gm11858	4	15740930	15741767	-1
ENSMUSG00000100393	Gm29491	1	186705695	186707033	1
ENSMUSG00000086413	Gm12415	4	84741475	84742291	1
ENSMUSG00000000791	Il12rb1	8	70808449	70821424	1
ENSMUSG00000035914	Cd276	9	58524298	58555437	-1
ENSMUSG00000038390	Gpr162	6	124858444	124863983	-1
ENSMUSG00000102791	Gm37709	16	79651527	79652126	1
ENSMUSG00000073377	AU016765	17	64514081	64555660	-1
ENSMUSG00000083944	Gm14733	X	80932816	80932948	-1
ENSMUSG00000039239	Tgfb2	1	186622792	186705989	-1
ENSMUSG00000097552	Rps19-ps12	16	79914460	79914889	-1
ENSMUSG00000096770	Amy2a4	3	113279843	113291449	-1
ENSMUSG00000041633	Kctd12b	X	153685154	153696391	-1
ENSMUSG00000081026	Gm11855	4	15819074	15821370	-1
ENSMUSG00000082757	Gm6923	X	18920804	18921209	1
ENSMUSG00000103986	Gm5539	3	59767275	59768240	1
ENSMUSG00000081654	Gm5383	X	18942612	18943228	1
ENSMUSG00000068391	Chrac1	15	73090392	73097554	1
ENSMUSG00000048592	Gm5946	X	150220716	150226021	-1
ENSMUSG00000106016	Igkv4-56	6	69587295	69587810	-1
ENSMUSG00000057614	Gnai1	5	18265135	18360355	-1
ENSMUSG00000025666	Tmem47	X	81070698	81097872	1
ENSMUSG00000111154	RP24-266N21.3	9	39918271	39918519	-1
ENSMUSG00000074589	4930449A18Rik	3	59777809	59846817	1
ENSMUSG00000104340	Gm10522	1	170981944	170986466	1
ENSMUSG00000101810	1700066C05Rik	16	79999376	80000546	1
ENSMUSG00000102757	Gm2756	3	59783289	59783688	-1
ENSMUSG00000087360	Gm15104	X	150312601	150333065	-1
ENSMUSG00000105393	Trav7d-5	14	52835858	52836387	1
ENSMUSG00000096265	4930467E23Rik	8	19729576	19753527	1
ENSMUSG00000104837	Gm42520	5	45556680	45558181	1
ENSMUSG00000097825	9630001P10Rik	5	45638699	45645469	1
ENSMUSG00000026821	Ralgds	2	28513125	28553081	1
ENSMUSG00000108926	Gm10988	7	30151841	30152928	1
ENSMUSG00000091478	Gm10039	11	100361716	100362126	-1
ENSMUSG00000095522	Gm8298	3	59861051	59877313	1
ENSMUSG00000099470	Gm29340	2	116972575	116976428	-1
ENSMUSG00000105745	Gm42521	5	45531072	45533111	1
ENSMUSG00000095689	Trav12d-1	14	52844465	52845041	1
ENSMUSG00000066839	Ecsit	9	22072246	22085438	-1
ENSMUSG00000015879	Fam184b	5	45529705	45639614	-1
ENSMUSG00000059089	Fcgr4	1	171018920	171029761	1
ENSMUSG00000104540	Gm3527	5	18350348	18350807	1
ENSMUSG00000074930	Gm13981	2	117055566	117056012	1
ENSMUSG00000099948	Gm29424	Y	70337927	70338622	-1
ENSMUSG00000031389	Arhgap4	X	73891442	73921870	-1
ENSMUSG00000026895	Ndufa8	2	36036326	36049406	-1
ENSMUSG00000001100	Poldip2	11	78512193	78522736	1
ENSMUSG00000073274	Gm14636	X	19156981	19167241	-1
ENSMUSG00000107877	Gm43951	11	72203952	72206840	-1
ENSMUSG00000086316	2210013O21Rik	X	153723590	153741920	1
ENSMUSG00000057522	Spop	11	95414080	95493406	1
ENSMUSG00000020807	4933427D14Rik	11	72153929	72207459	-1
ENSMUSG00000104442	4932431L22Rik	Y	70367444	70370583	1
ENSMUSG00000083563	Gm13340	2	22588103	22589647	-1
ENSMUSG00000027351	Spred1	2	117121374	117182279	1
ENSMUSG00000110669	RP24-366L10.3	8	19784746	19784856	1
ENSMUSG00000108965	Gm44551	7	99725208	99725378	-1
ENSMUSG00000082884	Gm13339	2	22590024	22590533	-1
ENSMUSG00000082516	Gm13342	2	22410525	22410731	-1
ENSMUSG00000083863	Gm13341	2	22587291	22587962	-1
ENSMUSG00000101440	Gm29425	Y	70379763	70383001	1
ENSMUSG00000073998	Olfr520	7	99735145	99736095	1
ENSMUSG00000087596	Gm11715	11	107157408	107167150	1
ENSMUSG00000109275	Gm19182	7	99740210	99740786	-1
ENSMUSG00000097497	Gm26652	X	19224789	19237856	-1
ENSMUSG00000081103	Rps12-ps26	11	107171900	107172232	-1
ENSMUSG00000092362	Gm20392	17	36213417	36216412	-1
ENSMUSG00000109128	Gm45022	X	153721157	153723881	-1
ENSMUSG00000079550	Mpp4	1	59120935	59163389	-1
ENSMUSG00000042659	Arrdc4	7	68736995	68749241	-1
ENSMUSG00000108949	Gm45069	7	6282839	6283610	-1
ENSMUSG00000091512	Lamtor3	3	137918506	137928900	1
ENSMUSG00000073997	Olfr521	7	99767164	99768130	1
ENSMUSG00000099382	Gm28631	1	33963352	33963685	-1
ENSMUSG00000103596	Gm37354	1	33922455	33924838	1
ENSMUSG00000110591	RP24-344F2.1	8	19903392	19925713	1
ENSMUSG00000103364	Gm38157	1	34032100	34033797	1
ENSMUSG00000051493	Olfr974	9	39937501	39943315	1
ENSMUSG00000027947	Il6ra	3	89864059	89913196	-1
ENSMUSG00000096992	Gm26788	1	34165856	34178446	-1
ENSMUSG00000105888	BC037156	5	87908779	87914171	1
ENSMUSG00000107058	Gm42545	5	118026449	118027370	-1
ENSMUSG00000003410	Elavl3	9	22015005	22052023	-1
ENSMUSG00000084021	Gm5832	1	88022381	88023962	1
ENSMUSG00000030922	Lyrm1	7	119895861	119956963	1
ENSMUSG00000050107	Gsg2	11	73135485	73138294	-1
ENSMUSG00000101932	Gm10074	17	36226023	36226271	1
ENSMUSG00000103186	Gm37088	1	159337414	159337819	-1
ENSMUSG00000100704	Gm28434	5	87969517	88008277	1
ENSMUSG00000007610	Gtpbp3	8	71488103	71499583	1
ENSMUSG00000092428	Gm20545	17	36226815	36227024	-1
ENSMUSG00000083478	Gm15375	1	88025211	88026059	1
ENSMUSG00000103001	A930005N03Rik	1	34269882	34271128	-1
ENSMUSG00000029280	Smr3a	5	88002549	88008534	1
ENSMUSG00000053360	F730035P03Rik	7	99780001	99781539	-1
ENSMUSG00000020176	Grb10	11	11930508	12038683	-1
ENSMUSG00000081842	Rap1a-ps2	2	117240883	117241441	1
ENSMUSG00000005947	Itgae	11	73090583	73147446	1
ENSMUSG00000101828	D130051D11Rik	15	85639747	85645934	1
ENSMUSG00000066892	Fbxl12	9	20618118	20644767	-1
ENSMUSG00000094616	Gm20888	Y	70441882	70468158	1
ENSMUSG00000103674	Gm37699	15	85655666	85659003	1
ENSMUSG00000024731	Ms4a10	19	10962293	10974670	-1
ENSMUSG00000081665	Gm15922	7	3731630	3739889	-1
ENSMUSG00000052656	Rnf103	6	71493894	71510881	1
ENSMUSG00000083369	Gm15332	17	34480763	34481119	-1
ENSMUSG00000095607	Trav5-4	14	53704007	53704514	1
ENSMUSG00000105941	Gm42809	3	89912916	89914053	1
ENSMUSG00000082680	Gm14885	X	19386291	19386786	-1
ENSMUSG00000055961	BC051076	5	87963485	87966352	1
ENSMUSG00000096981	Gm16845	9	22071002	22086122	1
ENSMUSG00000038188	Scarf1	11	75513540	75526582	1
ENSMUSG00000007907	Cabs1	5	87979439	87981544	1
ENSMUSG00000071237	Gm6253	6	117808720	117809220	1
ENSMUSG00000074419	Gm15448	7	3816781	3825687	-1
ENSMUSG00000110460	RP23-478P10.2	8	19942830	19943265	-1
ENSMUSG00000111842	RP23-123D6.10	9	22036380	22071259	-1
ENSMUSG00000111348	RP24-189I2.4	9	75310335	75314871	-1
ENSMUSG00000031952	Chst5	8	111889136	111910447	-1
ENSMUSG00000100653	Gm28238	Y	70523216	70523822	-1
ENSMUSG00000001622	Csn3	5	87925579	87932665	1
ENSMUSG00000110824	RP24-189I2.5	9	75317072	75342842	-1
ENSMUSG00000038895	Zfp653	9	22055411	22071376	-1
ENSMUSG00000032192	Gnb5	9	75306288	75345876	1
ENSMUSG00000020812	1810032O08Rik	11	116671660	116675799	1
ENSMUSG00000080303	Gm12419	4	84923554	84924189	-1
ENSMUSG00000068149	BC049702	X	19479420	19481319	-1
ENSMUSG00000101756	Gm29402	17	36228925	36228964	1
ENSMUSG00000038070	Cntln	4	84884309	85131921	1
ENSMUSG00000037275	Gemin5	11	58120002	58168539	-1
ENSMUSG00000108602	Klk1b10-ps	7	43987793	43992085	1
ENSMUSG00000062031	Pgghg	7	140941391	140947664	1
ENSMUSG00000092612	Gm18604	17	36229469	36230026	1
ENSMUSG00000108730	Gm45135	7	43980734	43994130	-1
ENSMUSG00000035208	Slfn8	11	83002158	83020810	-1
ENSMUSG00000028862	Map3k6	4	133240818	133252929	1
ENSMUSG00000109407	Gm44994	7	68843099	68916016	-1
ENSMUSG00000110649	RP23-478P10.3	8	20001099	20008736	1
ENSMUSG00000087512	Gm11985	11	7183153	7188569	-1
ENSMUSG00000048076	Arf1	11	59211412	59228270	-1
ENSMUSG00000026790	Odf2	2	29889221	29931746	1
ENSMUSG00000026894	Morn5	2	36049458	36079718	1
ENSMUSG00000036644	Tbc1d9b	11	50131396	50172785	1
ENSMUSG00000101421	Gm28433	Y	70558412	70558726	-1
ENSMUSG00000051079	Rgs13	1	144138654	144177372	-1
ENSMUSG00000023274	Cd4	6	124864692	124888221	-1
ENSMUSG00000080917	Gm15925	7	3788883	3799631	-1
ENSMUSG00000084786	Ubl5	9	20642878	20647140	1
ENSMUSG00000110589	RP23-478P10.1	8	20019133	20019411	-1
ENSMUSG00000026771	Spopl	2	23506220	23572106	-1
ENSMUSG00000084327	Gm14531	X	19726491	19726887	1
ENSMUSG00000028804	Csmd2	4	127987857	128567656	1
ENSMUSG00000101706	Gm28431	Y	70560130	70563472	-1
ENSMUSG00000034845	Plvap	8	71497765	71511752	-1
ENSMUSG00000048787	Dcun1d3	7	119852796	119896298	-1
ENSMUSG00000094421	Gm20946	8	20035108	20040320	1
ENSMUSG00000076778	Trav13d-1	14	52851290	52851866	1
ENSMUSG00000101834	Gm5829	1	71709705	71710055	-1
ENSMUSG00000081735	Gm14530	X	19762933	19763265	-1
ENSMUSG00000100319	Gm5256	1	71714048	71714924	-1
ENSMUSG00000107351	Gm43764	2	36066118	36069289	-1
ENSMUSG00000099605	1700066N21Rik	5	87908579	87979351	-1
ENSMUSG00000092363	Gm20391	17	36237254	36237359	-1
ENSMUSG00000095854	Trav14d-1	14	52855614	52856166	1
ENSMUSG00000103541	Gm37667	4	124277777	124279177	-1
ENSMUSG00000083208	Gm11522	11	95462546	95462721	-1
ENSMUSG00000099625	Gm29325	1	51195221	51197748	1
ENSMUSG00000007457	2310003L06Rik	5	87969459	87972870	1
ENSMUSG00000103647	Gm37707	1	38884754	38888072	1
ENSMUSG00000092392	Gm20546	17	36248821	36253679	1
ENSMUSG00000110170	St6galnac2	11	116677483	116681290	-1
ENSMUSG00000092317	Gm6633	17	36252117	36252386	-1
ENSMUSG00000026080	Chst10	1	38863867	38898161	-1
ENSMUSG00000092502	Gm4252	17	36248636	36248948	-1
ENSMUSG00000057286	St6galnac2	11	116675303	116694868	-1
ENSMUSG00000022589	Cyp11b2	15	74851010	74856318	-1
ENSMUSG00000083139	Gm12418	4	84915896	84916837	1
ENSMUSG00000025332	Kdm5c	X	152233020	152274535	1
ENSMUSG00000107534	Gm43920	6	83962277	83965048	1
ENSMUSG00000045954	Sdpr	1	51289126	51302960	1
ENSMUSG00000079501	Gm5138	6	83874379	83875380	-1
ENSMUSG00000009900	Wnt3a	11	59248033	59290752	-1
ENSMUSG00000098420	Gm27249	9	82524991	82525318	1
ENSMUSG00000107991	Gm43919	6	83896959	83897322	1
ENSMUSG00000099741	Gm5253	1	51317528	51318552	-1
ENSMUSG00000101799	9330175M20Rik	1	51218386	51333779	-1
ENSMUSG00000035273	Hpse	5	100679484	100719716	-1
ENSMUSG00000108750	Gm44750	6	83870065	83872287	1
ENSMUSG00000021485	Mxd3	13	55325168	55329758	-1
ENSMUSG00000036172	Cd200r3	16	44943678	44981380	1
ENSMUSG00000001552	Jup	11	100368958	100397763	-1
ENSMUSG00000108278	Gm44194	6	71538510	71541738	-1
ENSMUSG00000033900	Map9	3	82358044	82395268	1
ENSMUSG00000111526	RP24-118H2.4	10	45297809	45298271	-1
ENSMUSG00000019848	Popdc3	10	45178098	45318452	1
ENSMUSG00000032251	Irak1bp1	9	82829540	82847687	1
ENSMUSG00000052273	Dnah3	7	119922671	120095280	-1
ENSMUSG00000033249	Hsf4	8	105269801	105275845	1
ENSMUSG00000050241	Klre1	6	129577905	129585827	1
ENSMUSG00000030016	Zfp638	6	83867109	83989550	1
ENSMUSG00000028222	Calb1	4	15881264	15908064	1
ENSMUSG00000040234	Tm7sf3	6	146602352	146642824	-1
ENSMUSG00000090088	Gm15934	10	45287311	45289424	-1
ENSMUSG00000111345	RP23-444K20.4	9	44753104	44753851	-1
ENSMUSG00000094125	Gm13698	2	83955693	83958185	1
ENSMUSG00000032096	Arcn1	9	44741564	44767845	-1
ENSMUSG00000104736	Gm43146	5	97143026	97149848	1
ENSMUSG00000053119	Chmp3	6	71543797	71582609	1
ENSMUSG00000080842	Gm15400	3	123761327	123761927	1
ENSMUSG00000094336	Gm13693	2	83961503	83963995	1
ENSMUSG00000062210	Tnfaip8	18	49979427	50107173	1
ENSMUSG00000059498	Fcgr3	1	171051174	171064935	-1
ENSMUSG00000086662	BC046251	7	65582070	65618884	1
ENSMUSG00000063457	Rps15	10	80292453	80294114	1
ENSMUSG00000032985	5730522E02Rik	11	25602763	26210763	-1
ENSMUSG00000081519	Gm13331	2	23508860	23509307	1
ENSMUSG00000036951	C130079G13Rik	3	59925214	59937949	1
ENSMUSG00000048686	Hmgb4	4	128260212	128260957	-1
ENSMUSG00000027349	Fam98b	2	117249739	117271540	1
ENSMUSG00000086232	Gm7546	7	65579998	65635913	-1
ENSMUSG00000085717	Hmgb4os	4	128261044	128262990	1
ENSMUSG00000105850	Gm2861	5	97195586	97207964	1
ENSMUSG00000109524	Gm44691	7	68989404	69008173	1
ENSMUSG00000095126	Trav6-7-dv9	14	53709902	53710419	1
ENSMUSG00000087459	Csmd2os	4	128133523	128166967	-1
ENSMUSG00000098017	Gm5342	7	69209884	69210886	1
ENSMUSG00000086027	Gm11250	4	72168768	72169449	1
ENSMUSG00000029388	Eif2b1	5	124570213	124579131	-1
ENSMUSG00000095304	Plac9a	14	25887932	25903100	-1
ENSMUSG00000084291	Gm6654	6	146647241	146647588	-1
ENSMUSG00000071317	Bves	10	45335772	45372479	1
ENSMUSG00000075279	Mrpl23-ps1	2	74591330	74591909	-1
ENSMUSG00000008305	Tle1	4	72117142	72200919	-1
ENSMUSG00000030291	Med21	6	146642547	146650732	1
ENSMUSG00000107406	1700040L08Rik	6	71543192	71544114	-1
ENSMUSG00000086087	Gm12916	4	124293693	124299848	-1
ENSMUSG00000082973	Gm13672	2	74631840	74632298	1
ENSMUSG00000022964	Tmem50b	16	91574503	91597800	-1
ENSMUSG00000086600	C030005K06Rik	18	50042730	50053844	-1
ENSMUSG00000102833	Gm9694	1	155973318	155974506	1
ENSMUSG00000104985	Gm42917	5	121384010	121393465	1
ENSMUSG00000000126	Wnt9a	11	59306928	59333552	1
ENSMUSG00000086955	1700021L23Rik	4	124302837	124311461	-1
ENSMUSG00000001815	Evx2	2	74652991	74659557	-1
ENSMUSG00000106209	Gm42918	5	121385522	121387101	1
ENSMUSG00000070465	Gm9696	3	59952309	59973594	1
ENSMUSG00000086978	4933435F18Rik	4	124326308	124332508	-1
ENSMUSG00000067161	Gm5560	5	97264828	97265719	1
ENSMUSG00000075084	Olfr1243	2	89525889	89531487	-1
ENSMUSG00000099912	Gm28368	Y	87203169	87203864	-1
ENSMUSG00000042726	Trafd1	5	121371725	121385632	-1
ENSMUSG00000110104	RP24-243J4.5	7	140949222	140955937	-1
ENSMUSG00000100377	Gm28369	Y	87240115	87240429	-1
ENSMUSG00000081939	Gm15399	3	123984097	123985104	-1
ENSMUSG00000102689	Gm37217	1	71843090	71846610	-1
ENSMUSG00000082708	Gm15172	X	157377939	157378984	-1
ENSMUSG00000060591	Ifitm2	7	140954837	140955987	-1
ENSMUSG00000084757	1700057H15Rik	4	124414416	124485959	-1
ENSMUSG00000021068	Nin	12	70011435	70111925	-1
ENSMUSG00000030149	Klrk1	6	129610323	129623864	-1
ENSMUSG00000080797	Gm15760	16	20545918	20546200	-1
ENSMUSG00000057457	Phex	X	157162075	157415312	-1
ENSMUSG00000104717	Gm33969	5	97325904	97348439	1
ENSMUSG00000001819	Hoxd13	2	74668310	74671599	1
ENSMUSG00000021236	Entpd5	12	84373857	84409029	-1
ENSMUSG00000080959	Gm2003	X	25622512	25643661	-1
ENSMUSG00000044485	Klk1b11	7	43995877	43999875	1
ENSMUSG00000025489	Ifitm5	7	140948958	140950291	-1
ENSMUSG00000051278	Zgrf1	3	127553489	127618023	1
ENSMUSG00000085192	Gm12195	11	50134082	50135004	-1
ENSMUSG00000038540	Tmc3	7	83584927	83625614	1
ENSMUSG00000104531	Gm43731	3	124246237	124318984	1
ENSMUSG00000083637	Gm14754	X	81271770	81272495	-1
ENSMUSG00000072553	Gm525	11	89073841	89093040	1
ENSMUSG00000106238	Gm42824	3	124304184	124304430	-1
ENSMUSG00000073420	Btnl5-ps	17	34488070	34497429	-1
ENSMUSG00000085197	1700125H03Rik	8	68368434	68375710	1
ENSMUSG00000090474	Gm9372	3	124292076	124292505	1
ENSMUSG00000097017	Gm26707	7	25816654	25820654	1
ENSMUSG00000100243	Gm28367	Y	87277136	87280371	1
ENSMUSG00000001823	Hoxd12	2	74675013	74677705	1
ENSMUSG00000108691	Gm45226	7	25810175	25810462	1
ENSMUSG00000040728	Esrp1	4	11331933	11386783	-1
ENSMUSG00000040703	Cyp2s1	7	25802475	25816913	-1
ENSMUSG00000090125	Pou3f1	4	124656807	124660655	1
ENSMUSG00000085487	Gm15654	8	68620138	68620437	1
ENSMUSG00000046000	Naa11	5	97382198	97392379	-1
ENSMUSG00000087489	Gm15656	8	68457148	68458681	1
ENSMUSG00000098760	Gm27247	4	124528924	124657169	-1
ENSMUSG00000047324	4931429P17Rik	13	47960330	48018608	-1
ENSMUSG00000082043	Gm12848	4	115652389	115653480	1
ENSMUSG00000035239	Neu3	7	99811439	99828417	-1
ENSMUSG00000073759	4933407E24Rik	4	124569190	124574645	1
ENSMUSG00000073002	Vamp5	6	72368794	72380468	-1
ENSMUSG00000026281	Dtymk	1	93792576	93801934	-1
ENSMUSG00000036356	Csgalnact1	8	68356781	68735146	-1
ENSMUSG00000038072	Galnt11	5	25221904	25265918	1
ENSMUSG00000081172	Gm12849	4	115707251	115708303	1
ENSMUSG00000086919	Gm11497	11	89124456	89126706	-1
ENSMUSG00000073139	Tmem185a	X	70459753	70477180	-1
ENSMUSG00000090175	Ugt1a9	1	88070800	88218997	1
ENSMUSG00000063522	2010109I03Rik	15	74876987	74897021	-1
ENSMUSG00000050368	Hoxd10	2	74691924	74695105	1
ENSMUSG00000087629	Gm12246	11	58126068	58128512	1
ENSMUSG00000028540	Dph2	4	117888643	117892032	-1
ENSMUSG00000096729	Gm13695	2	83967313	83969805	1
ENSMUSG00000099521	Gm28309	2	74683446	74694194	1
ENSMUSG00000032320	Rcn2	9	56041845	56061882	1
ENSMUSG00000027347	Rasgrp1	2	117279993	117343001	-1
ENSMUSG00000101702	1700072G22Rik	1	51457932	51458931	-1
ENSMUSG00000028159	Dapp1	3	137931007	137981545	-1
ENSMUSG00000042499	Hoxd11	2	74679557	74687016	1
ENSMUSG00000029359	Tesc	5	118027743	118061878	1
ENSMUSG00000096484	Gm13696	2	83973123	83975615	1
ENSMUSG00000086090	Gm12531	3	37052215	37060035	-1
ENSMUSG00000096138	Trav7-6	14	53716716	53717291	1
ENSMUSG00000096337	Gm13694	2	83978933	83981425	1
ENSMUSG00000090762	Vmn2r56	7	12693998	12733105	-1
ENSMUSG00000106213	Igkv13-55-1	6	69599887	69600316	1
ENSMUSG00000099707	Gm8883	1	71888112	71891204	1
ENSMUSG00000099563	Gm19125	1	59155607	59156989	1
ENSMUSG00000105881	4932422M17Rik	5	123138931	123141569	1
ENSMUSG00000105301	Igkv13-54-1	6	69617048	69617477	1
ENSMUSG00000090171	Ugt1a2	1	88200601	88218997	1
ENSMUSG00000090086	AI480526	5	123133723	123141666	-1
ENSMUSG00000096833	Igkv4-55	6	69607275	69607828	-1
ENSMUSG00000038079	Tmem237	1	59100590	59120408	-1
ENSMUSG00000030165	Klrd1	6	129591782	129598775	1
ENSMUSG00000050553	Gk2	5	97455142	97457021	-1
ENSMUSG00000027935	Rab13	3	90213695	90226385	1
ENSMUSG00000087610	Gm16253	3	96576984	96580663	1
ENSMUSG00000097516	4930467D21Rik	5	97392417	97642179	1
ENSMUSG00000093931	Amy2a3	3	113312455	113324052	-1
ENSMUSG00000028104	Polr3gl	3	96577872	96594181	-1
ENSMUSG00000005892	Trh	6	92242061	92244650	-1
ENSMUSG00000029790	Cep41	6	30653457	30693749	-1
ENSMUSG00000104156	Gm38102	5	123133939	123137695	1
ENSMUSG00000024462	Gabbr1	17	37045966	37075067	1
ENSMUSG00000063804	Lin28b	10	45376620	45486395	-1
ENSMUSG00000048616	Nog	11	89300638	89302332	-1
ENSMUSG00000083020	Gm15331	17	34501107	34501491	-1
ENSMUSG00000100209	Gm28793	2	74696768	74697586	-1
ENSMUSG00000086077	Gm14396	2	74695520	74697365	1
ENSMUSG00000089960	Ugt1a1	1	88211959	88218997	1
ENSMUSG00000086031	Gm12348	11	100401508	100402252	1
ENSMUSG00000030470	Csrp3	7	48830398	48848033	-1
ENSMUSG00000044528	Tram1l1	3	124320855	124324743	1
ENSMUSG00000105104	Gm43729	3	127556228	127557561	-1
ENSMUSG00000062077	Trim54	5	31116712	31137630	1
ENSMUSG00000087088	Gm16638	7	83597048	83631880	-1
ENSMUSG00000081928	Gm15105	X	150367713	150367916	-1
ENSMUSG00000074818	Pdzd7	19	45026906	45046614	-1
ENSMUSG00000096544	Gm4617	3	124385667	124385997	1
ENSMUSG00000097714	Gm20109	17	28522381	28523148	-1
ENSMUSG00000090230	Gm16315	10	81301701	81302917	-1
ENSMUSG00000054893	Zfp667	7	6286579	6307883	1
ENSMUSG00000037029	Zfp146	7	30161269	30169750	-1
ENSMUSG00000105812	4921527H02Rik	3	124398086	124398331	-1
ENSMUSG00000108794	Gm45195	7	44000799	44002863	-1
ENSMUSG00000106150	4921527H02Rik	3	124398812	124399758	-1
ENSMUSG00000031951	Tmem231	8	111912011	111933881	-1
ENSMUSG00000108539	Klk1b12-ps	7	44004641	44008892	1
ENSMUSG00000034902	Pip5k1c	10	81292963	81319973	1
ENSMUSG00000083277	Gm15376	1	88191901	88192683	1
ENSMUSG00000066170	E230001N04Rik	17	28523257	28525347	1
ENSMUSG00000082513	Gm15374	1	88151038	88151881	1
ENSMUSG00000082837	Gm15373	1	88097918	88098131	1
ENSMUSG00000020133	2310011J03Rik	10	80318254	80320537	-1
ENSMUSG00000081602	Gm15369	1	88146376	88146769	1
ENSMUSG00000066647	Gm5113	7	30169875	30182324	1
ENSMUSG00000085798	Gm2018	11	89302723	89309428	1
ENSMUSG00000090165	Ugt1a10	1	88055388	88219004	1
ENSMUSG00000108985	A930030B08Rik	7	99900192	99904156	-1
ENSMUSG00000041459	Tardbp	4	148612382	148627019	-1
ENSMUSG00000035227	Spcs2	7	99837569	99863462	-1
ENSMUSG00000059013	Sh2d3c	2	32721055	32755512	1
ENSMUSG00000020135	Apc2	10	80295977	80318263	1
ENSMUSG00000026866	Kynu	2	43555329	43682715	1
ENSMUSG00000022056	Adam7	14	68497336	68533689	-1
ENSMUSG00000092618	Btnl6	17	34507804	34517352	-1
ENSMUSG00000082663	Trav13-3	14	53729558	53730074	1
ENSMUSG00000102071	Gm28815	Y	78865482	78866096	-1
ENSMUSG00000074218	Cox7a1	7	30184144	30186078	1
ENSMUSG00000050966	Lin28a	4	134003330	134018841	-1
ENSMUSG00000096569	Amy2a2	3	113345055	113356658	-1
ENSMUSG00000100741	Gm28814	Y	78902314	78903009	-1
ENSMUSG00000107916	Gm18011	6	49286721	49287285	1
ENSMUSG00000041763	Tpp2	1	43933647	44003000	1
ENSMUSG00000034032	Rpap1	2	119763304	119787537	-1
ENSMUSG00000024653	Scgb1a1	19	9083636	9087958	-1
ENSMUSG00000009614	Sardh	2	27188393	27248337	-1
ENSMUSG00000022820	Ndufb4	16	37647170	37654453	-1
ENSMUSG00000087288	Gm13061	4	134018147	134019869	1
ENSMUSG00000107265	Gm15469	5	31135753	31137344	-1
ENSMUSG00000038116	Phf20	2	156196466	156309952	1
ENSMUSG00000092220	Gm20528	1	88055393	88218584	-1
ENSMUSG00000026239	Pde6d	1	86542994	86582629	-1
